975.8240185,18.1748249
1036.196112,51.86906184
1079.745191,85.82706426
1114.680739,118.4119017
1151.000026,151.8235691
1179.90157,184.6434113
1209.463203,217.2673117
1241.784613,250.4215353
1273.197384,283.7421552
1310.447913,318.2949053
1346.264889,350.636756
1378.744933,384.0906635
1411.165539,417.6129553
1445.258028,450.6587689
1475.916483,484.5027298
1507.143684,517.2137285
1540.775446,549.6667048
1575.234037,583.4648325
1608.662366,616.2876574
1642.095338,649.3962301
1676.5822,682.8767985
1710.918841,716.4947717
1746.802671,749.3988173
1780.866039,782.0433411
1818.883852,814.9174692
1851.961734,848.4602549
1883.398002,881.8628423
1917.699292,915.2353032
1957.933555,949.1936572
2021.459914,982.8483994
